"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2016 г.)"
"Рязанская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",308
"Рязанская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",346
"Рязанская область","3_11","Установлено лиц из числа находившихся в розыске",191
"Рязанская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",145
"Рязанская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",44
"Рязанская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",159
"Рязанская область","3_11","Всего прекращено дел в связи с установлением личности",21
"Рязанская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.88489209
"Рязанская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.10344828
"Смоленская область","3_11","Всего разыскивалось лиц",1048
"Смоленская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",578
"Смоленская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",467
"Смоленская область","3_11","Установлено лиц из числа находившихся в розыске",301
"Смоленская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",280
"Смоленская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",18
"Смоленская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",114
"Смоленская область","3_11","Всего прекращено дел в связи с установлением личности",7
"Смоленская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.79381443
"Смоленская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.53932584
"Тамбовская область","3_11","Всего разыскивалось лиц",1249
"Тамбовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",443
"Тамбовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",802
"Тамбовская область","3_11","Установлено лиц из числа находившихся в розыске",938
"Тамбовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",309
"Тамбовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",625
"Тамбовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",22
"Тамбовская область","3_11","Всего прекращено дел в связи с установлением личности",6
"Тамбовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25
"Тамбовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.247191011
"Тверская область","3_11","Всего разыскивалось лиц",1297
"Тверская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",428
"Тверская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",865
"Тверская область","3_11","Установлено лиц из числа находившихся в розыске",318
"Тверская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",144
"Тверская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",171
"Тверская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",222
"Тверская область","3_11","Всего прекращено дел в связи с установлением личности",12
"Тверская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-59.37961595
"Тверская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-29.29864253
"Тульская область","3_11","Всего разыскивалось лиц",1464
"Тульская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",287
"Тульская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1092
"Тульская область","3_11","Установлено лиц из числа находившихся в розыске",774
"Тульская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",103
"Тульская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",591
"Тульская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",235
"Тульская область","3_11","Всего прекращено дел в связи с установлением личности",23
"Тульская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-44.07294833
"Тульская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-16.43109541
"Ярославская область","3_11","Всего разыскивалось лиц",1496
"Ярославская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",538
"Ярославская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",924
"Ярославская область","3_11","Установлено лиц из числа находившихся в розыске",770
"Ярославская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",327
"Ярославская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",411
"Ярославская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",118
"Ярославская область","3_11","Всего прекращено дел в связи с установлением личности",8
"Ярославская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-56.32911392
"Ярославская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-29.36962751
"Северо-Западный фед.округ","3_11","Всего разыскивалось лиц",16132
"Северо-Западный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",7199
"Северо-Западный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",8236
"Северо-Западный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",6078
"Северо-Западный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3113
"Северо-Западный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2295
"Северо-Западный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3769
"Северо-Западный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",643
"Северо-Западный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.97280967
"Северо-Западный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.808042125
"Республика Карелия","3_11","Всего разыскивалось лиц",1753
"Республика Карелия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",483
"Республика Карелия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1132
"Республика Карелия","3_11","Установлено лиц из числа находившихся в розыске",947
"Республика Карелия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",318
"Республика Карелия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",492
"Республика Карелия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38
"Республика Карелия","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Карелия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20
"Республика Карелия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.47311828
"Республика Коми","3_11","Всего разыскивалось лиц",1660
"Республика Коми","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",868
"Республика Коми","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",766
"Республика Коми","3_11","Установлено лиц из числа находившихся в розыске",563
"Республика Коми","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",441
"Республика Коми","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",100
"Республика Коми","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",69
"Республика Коми","3_11","Всего прекращено дел в связи с установлением личности",5
"Республика Коми","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-0.492610837
"Республика Коми","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.67752443
"Архангельская обл. (с АО )","3_11","Всего разыскивалось лиц",1717
"Архангельская обл. (с АО )","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",534
"Архангельская обл. (с АО )","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1177
"Архангельская обл. (с АО )","3_11","Установлено лиц из числа находившихся в розыске",791
"Архангельская обл. (с АО )","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",322
"Архангельская обл. (с АО )","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",464
"Архангельская обл. (с АО )","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",106
"Архангельская обл. (с АО )","3_11","Всего прекращено дел в связи с установлением личности",36
"Архангельская обл. (с АО )","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.37370242
"Архангельская обл. (с АО )","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.375527426
"  Архангельская обл. (без а/о)","3_11","Всего разыскивалось лиц",1608
"  Архангельская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",512
"  Архангельская обл. (без а/о)","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1090
"  Архангельская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске",770
"  Архангельская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",311
"  Архангельская обл. (без а/о)","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",454
"  Архангельская обл. (без а/о)","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",103
"  Архангельская обл. (без а/о)","3_11","Всего прекращено дел в связи с установлением личности",36
"  Архангельская обл. (без а/о)","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.24187726
"  Архангельская обл. (без а/о)","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-1.579778831
"  Ненецкий АО","3_11","Всего разыскивалось лиц",109
"  Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",22
"  Ненецкий АО","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",87
